timestamp,cycle_id,machine_id,operator_id,phase,engine_hours,engine_rpm,fuel_rate_l_hr,bucket_load_pct,hydraulic_pressure_bar,hydraulic_temp_c,boom_angle_deg,arm_angle_deg,bucket_angle_deg,machine_speed_kmh,seatbelt_status,task_type,soil_condition,load_condition
2026-08-10T07:00:29,CYC_0001,EXC001,OP_EXP_001,REPOSITION,1540.508,1721,17.88,5.0,164.1,76.8,35.0,39.9,34.5,2.46,FASTENED,trenching,soft,medium
2026-08-10T07:00:30,CYC_0001,EXC001,OP_EXP_001,REPOSITION,1540.509,1832,17.95,5.0,159.9,70.3,35.0,50.8,26.8,2.39,FASTENED,trenching,soft,medium
2026-08-10T07:00:31,CYC_0001,EXC001,OP_EXP_001,REPOSITION,1540.509,1591,16.07,5.0,132.7,75.5,38.2,42.4,31.3,1.73,FASTENED,trenching,soft,medium
2026-08-10T07:00:32,CYC_0001,EXC001,OP_EXP_001,REPOSITION,1540.509,1665,16.61,5.0,186.1,74.3,32.7,45.4,32.1,2.77,FASTENED,trenching,soft,medium
2026-08-10T07:00:33,CYC_0001,EXC001,OP_EXP_001,REPOSITION,1540.509,1660,17.2,5.0,156.0,72.7,37.2,46.2,31.6,2.55,FASTENED,trenching,soft,medium
2026-08-10T07:00:34,CYC_0001,EXC001,OP_EXP_001,REPOSITION,1540.51,1713,20.14,5.0,167.9,72.5,34.7,43.9,28.9,2.47,FASTENED,trenching,soft,medium
2026-08-10T07:00:41,CYC_0002,EXC002,OP_EXP_001,DIG,2245.0,1846,22.35,25.0,276.3,70.4,26.7,46.5,25.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:42,CYC_0002,EXC002,OP_EXP_001,DIG,2245.001,1886,23.27,33.0,251.5,74.2,24.3,47.2,35.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:43,CYC_0002,EXC002,OP_EXP_001,DIG,2245.001,1815,23.11,41.0,298.3,73.6,24.7,46.7,43.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:44,CYC_0002,EXC002,OP_EXP_001,DIG,2245.001,1843,25.04,49.0,256.8,76.1,26.8,52.1,52.9,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:45,CYC_0002,EXC002,OP_EXP_001,DIG,2245.001,1892,24.17,57.0,280.5,74.1,25.7,54.7,52.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:46,CYC_0002,EXC002,OP_EXP_001,DIG,2245.002,1765,24.47,65.0,274.9,74.0,26.5,58.0,67.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:47,CYC_0002,EXC002,OP_EXP_001,DIG,2245.002,1804,22.4,73.0,249.6,75.4,21.3,62.6,69.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:48,CYC_0002,EXC002,OP_EXP_001,DIG,2245.002,1853,25.44,81.0,293.8,69.9,22.7,63.0,74.5,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:49,CYC_0002,EXC002,OP_EXP_001,DIG,2245.003,1880,23.84,89.0,296.4,74.4,23.0,70.2,74.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:50,CYC_0002,EXC002,OP_EXP_001,LIFT,2245.003,1786,22.66,96.9,231.4,72.7,29.3,69.7,86.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:51,CYC_0002,EXC002,OP_EXP_001,LIFT,2245.003,1728,22.22,96.4,260.7,74.5,32.5,76.2,93.9,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:52,CYC_0002,EXC002,OP_EXP_001,LIFT,2245.003,1744,21.49,91.3,227.0,79.0,40.3,73.3,83.5,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:53,CYC_0002,EXC002,OP_EXP_001,LIFT,2245.004,1843,19.29,93.1,221.4,73.4,43.0,69.2,80.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:54,CYC_0002,EXC002,OP_EXP_001,LIFT,2245.004,1852,20.66,89.5,223.3,74.5,52.4,69.3,93.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:55,CYC_0002,EXC002,OP_EXP_001,SWING,2245.004,1637,16.98,89.5,191.6,74.9,54.6,67.6,87.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:56,CYC_0002,EXC002,OP_EXP_001,SWING,2245.004,1632,19.23,90.2,190.1,80.1,57.5,67.4,85.5,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:57,CYC_0002,EXC002,OP_EXP_001,SWING,2245.005,1655,18.31,88.5,201.4,69.6,54.2,66.7,84.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:58,CYC_0002,EXC002,OP_EXP_001,SWING,2245.005,1654,17.88,92.6,192.1,71.4,52.4,65.5,85.9,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:00:59,CYC_0002,EXC002,OP_EXP_001,SWING,2245.005,1643,16.59,92.8,184.7,74.4,52.5,68.0,88.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:00,CYC_0002,EXC002,OP_EXP_001,SWING,2245.006,1667,17.11,94.3,165.2,77.0,55.3,64.0,87.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:01,CYC_0002,EXC002,OP_EXP_001,SWING,2245.006,1644,17.94,94.2,183.9,72.0,55.3,68.2,87.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:02,CYC_0002,EXC002,OP_EXP_001,DUMP,2245.006,1693,18.01,90.0,212.5,71.9,51.7,70.5,87.4,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:03,CYC_0002,EXC002,OP_EXP_001,DUMP,2245.006,1736,17.07,73.6,181.9,76.7,52.4,72.4,74.9,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:04,CYC_0002,EXC002,OP_EXP_001,DUMP,2245.007,1684,17.23,57.2,201.2,74.5,54.5,73.9,64.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:05,CYC_0002,EXC002,OP_EXP_001,DUMP,2245.007,1669,18.78,40.8,190.4,74.5,52.0,72.4,47.9,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:06,CYC_0002,EXC002,OP_EXP_001,DUMP,2245.007,1672,18.06,24.4,179.8,73.9,48.3,74.1,43.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:07,CYC_0002,EXC002,OP_EXP_001,REPOSITION,2245.008,1670,18.87,5.0,149.9,72.8,27.7,45.5,34.0,2.08,FASTENED,trenching,soft,medium
2026-08-10T07:01:08,CYC_0002,EXC002,OP_EXP_001,REPOSITION,2245.008,1729,20.61,5.0,170.6,77.9,35.1,42.9,30.6,2.27,FASTENED,trenching,soft,medium
2026-08-10T07:01:09,CYC_0002,EXC002,OP_EXP_001,REPOSITION,2245.008,1704,17.86,5.0,148.2,69.1,28.7,46.0,27.9,1.71,FASTENED,trenching,soft,medium
2026-08-10T07:01:10,CYC_0002,EXC002,OP_EXP_001,REPOSITION,2245.008,1664,17.24,5.0,174.1,75.9,29.8,45.5,31.0,2.37,FASTENED,trenching,soft,medium
2026-08-10T07:01:11,CYC_0002,EXC002,OP_EXP_001,REPOSITION,2245.009,1720,18.91,5.0,144.2,73.0,36.5,43.3,27.7,2.64,FASTENED,trenching,soft,medium
2026-08-10T07:01:12,CYC_0002,EXC002,OP_EXP_001,REPOSITION,2245.009,1700,20.52,5.0,165.3,77.5,35.8,44.0,34.0,3.06,FASTENED,trenching,soft,medium
2026-08-10T07:01:13,CYC_0002,EXC002,OP_EXP_001,REPOSITION,2245.009,1754,23.0,5.0,147.0,75.1,31.4,43.9,29.9,2.85,FASTENED,trenching,soft,medium
2026-08-10T07:01:14,CYC_0002,EXC002,OP_EXP_001,REPOSITION,2245.009,1649,19.85,5.0,169.3,74.1,34.0,41.3,29.8,2.03,FASTENED,trenching,soft,medium
2026-08-10T07:01:21,CYC_0003,EXC003,OP_EXP_001,DIG,912.0,1955,20.08,25.0,283.8,79.9,22.3,42.7,25.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:22,CYC_0003,EXC003,OP_EXP_001,DIG,912.001,1805,24.02,34.0,287.3,74.9,23.8,42.5,36.4,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:23,CYC_0003,EXC003,OP_EXP_001,DIG,912.001,1889,19.72,43.0,276.0,72.3,24.1,47.0,36.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:24,CYC_0003,EXC003,OP_EXP_001,DIG,912.001,1786,24.74,52.0,285.6,75.7,27.7,50.8,50.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:25,CYC_0003,EXC003,OP_EXP_001,DIG,912.001,1898,21.61,61.0,267.5,74.3,28.4,55.7,58.1,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:26,CYC_0003,EXC003,OP_EXP_001,DIG,912.002,1876,21.45,70.0,256.6,75.9,21.7,58.7,75.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:27,CYC_0003,EXC003,OP_EXP_001,DIG,912.002,1846,21.36,79.0,258.2,70.6,26.1,61.3,80.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:28,CYC_0003,EXC003,OP_EXP_001,DIG,912.002,1837,18.81,88.0,306.4,73.6,26.4,60.9,82.1,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:29,CYC_0003,EXC003,OP_EXP_001,LIFT,912.003,1813,16.9,92.3,192.7,71.0,30.1,67.3,87.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:30,CYC_0003,EXC003,OP_EXP_001,LIFT,912.003,1764,19.5,95.7,227.3,74.1,37.9,68.0,87.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:31,CYC_0003,EXC003,OP_EXP_001,LIFT,912.003,1768,17.33,95.1,239.2,76.9,36.4,67.1,83.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:32,CYC_0003,EXC003,OP_EXP_001,LIFT,912.003,1774,19.53,88.9,257.2,71.3,40.3,72.3,85.7,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:33,CYC_0003,EXC003,OP_EXP_001,LIFT,912.004,1773,17.99,93.0,237.3,72.0,46.1,62.2,89.5,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:34,CYC_0003,EXC003,OP_EXP_001,LIFT,912.004,1832,17.31,97.6,222.7,73.2,47.7,68.1,89.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:35,CYC_0003,EXC003,OP_EXP_001,SWING,912.004,1592,15.81,97.4,187.3,73.9,55.2,75.6,83.7,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:36,CYC_0003,EXC003,OP_EXP_001,SWING,912.004,1613,16.83,95.8,198.9,78.3,52.4,66.1,82.9,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:37,CYC_0003,EXC003,OP_EXP_001,SWING,912.005,1668,16.94,95.8,181.9,74.5,56.0,63.9,85.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:38,CYC_0003,EXC003,OP_EXP_001,SWING,912.005,1662,15.0,93.9,196.5,74.0,58.4,69.7,88.7,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:39,CYC_0003,EXC003,OP_EXP_001,SWING,912.005,1677,16.11,97.2,206.6,72.1,52.2,69.5,88.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:40,CYC_0003,EXC003,OP_EXP_001,SWING,912.006,1688,15.2,93.5,176.9,72.2,57.9,68.8,88.9,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:41,CYC_0003,EXC003,OP_EXP_001,DUMP,912.006,1703,16.06,90.0,178.5,73.5,53.7,71.9,89.4,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:42,CYC_0003,EXC003,OP_EXP_001,DUMP,912.006,1692,15.97,73.6,212.9,68.6,49.0,75.9,75.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:43,CYC_0003,EXC003,OP_EXP_001,DUMP,912.006,1702,18.6,57.2,189.3,71.4,50.5,70.3,60.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:44,CYC_0003,EXC003,OP_EXP_001,DUMP,912.007,1672,15.55,40.8,174.9,72.7,48.8,67.5,47.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:45,CYC_0003,EXC003,OP_EXP_001,DUMP,912.007,1673,17.21,24.4,177.8,78.0,51.9,70.7,39.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:01:46,CYC_0003,EXC003,OP_EXP_001,REPOSITION,912.007,1732,14.0,5.0,172.6,72.3,33.0,38.5,30.7,2.35,FASTENED,trenching,soft,medium
2026-08-10T07:01:47,CYC_0003,EXC003,OP_EXP_001,REPOSITION,912.008,1746,18.27,5.0,148.6,73.7,30.3,44.2,33.3,2.41,FASTENED,trenching,soft,medium
2026-08-10T07:01:48,CYC_0003,EXC003,OP_EXP_001,REPOSITION,912.008,1817,16.83,5.0,158.4,77.3,26.7,50.3,30.9,1.73,FASTENED,trenching,soft,medium
2026-08-10T07:01:49,CYC_0003,EXC003,OP_EXP_001,REPOSITION,912.008,1782,15.45,5.0,166.7,68.7,36.3,43.1,28.5,2.62,FASTENED,trenching,soft,medium
2026-08-10T07:01:50,CYC_0003,EXC003,OP_EXP_001,REPOSITION,912.008,1748,20.33,5.0,172.3,74.9,36.0,38.8,29.5,2.23,FASTENED,trenching,soft,medium
2026-08-10T07:01:51,CYC_0003,EXC003,OP_EXP_001,REPOSITION,912.009,1769,17.0,5.0,133.6,76.7,37.9,49.6,37.6,2.04,FASTENED,trenching,soft,medium
2026-08-10T07:01:52,CYC_0003,EXC003,OP_EXP_001,REPOSITION,912.009,1806,18.47,5.0,184.2,73.1,37.5,42.6,27.7,2.59,FASTENED,trenching,soft,medium
2026-08-10T07:01:53,CYC_0003,EXC003,OP_EXP_001,REPOSITION,912.009,1719,16.91,5.0,155.7,73.8,35.7,41.9,32.2,2.3,FASTENED,trenching,soft,medium
2026-08-10T07:02:01,CYC_0004,EXC004,OP_EXP_001,DIG,1820.0,1816,24.12,25.0,263.6,71.8,24.4,43.4,32.5,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:02,CYC_0004,EXC004,OP_EXP_001,DIG,1820.001,1816,22.69,34.0,253.0,76.3,23.8,46.0,34.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:03,CYC_0004,EXC004,OP_EXP_001,DIG,1820.001,1891,24.02,43.0,302.8,72.4,24.4,51.0,47.4,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:04,CYC_0004,EXC004,OP_EXP_001,DIG,1820.001,1908,25.92,52.0,305.9,74.0,24.1,53.5,54.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:05,CYC_0004,EXC004,OP_EXP_001,DIG,1820.001,1878,22.66,61.0,272.8,76.2,27.5,56.5,60.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:06,CYC_0004,EXC004,OP_EXP_001,DIG,1820.002,1857,22.85,70.0,280.2,74.5,21.6,59.4,63.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:07,CYC_0004,EXC004,OP_EXP_001,DIG,1820.002,1797,24.07,79.0,291.5,69.1,24.6,62.7,76.7,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:08,CYC_0004,EXC004,OP_EXP_001,DIG,1820.002,1801,23.47,88.0,272.3,72.9,23.8,63.5,83.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:09,CYC_0004,EXC004,OP_EXP_001,LIFT,1820.003,1737,19.94,97.6,244.9,71.9,31.7,72.2,89.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:10,CYC_0004,EXC004,OP_EXP_001,LIFT,1820.003,1743,23.65,90.8,217.9,72.5,33.8,68.9,87.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:11,CYC_0004,EXC004,OP_EXP_001,LIFT,1820.003,1705,18.53,93.6,225.0,72.5,37.0,67.9,88.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:12,CYC_0004,EXC004,OP_EXP_001,LIFT,1820.003,1817,20.47,90.0,234.2,74.8,44.6,68.8,89.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:13,CYC_0004,EXC004,OP_EXP_001,LIFT,1820.004,1773,19.73,98.0,243.3,71.3,49.7,71.4,84.5,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:14,CYC_0004,EXC004,OP_EXP_001,LIFT,1820.004,1753,20.73,91.3,236.3,72.8,54.6,70.0,82.0,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:15,CYC_0004,EXC004,OP_EXP_001,SWING,1820.004,1560,16.28,91.7,176.0,77.8,53.3,67.0,85.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:16,CYC_0004,EXC004,OP_EXP_001,SWING,1820.004,1693,18.08,88.6,171.3,75.4,52.4,71.8,82.5,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:17,CYC_0004,EXC004,OP_EXP_001,SWING,1820.005,1606,16.65,98.6,183.3,73.4,52.4,67.8,88.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:18,CYC_0004,EXC004,OP_EXP_001,SWING,1820.005,1621,16.92,96.2,184.3,73.6,52.1,66.9,87.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:19,CYC_0004,EXC004,OP_EXP_001,SWING,1820.005,1644,16.13,91.1,184.8,74.5,54.9,65.3,89.3,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:20,CYC_0004,EXC004,OP_EXP_001,SWING,1820.006,1605,17.0,95.8,188.4,72.5,56.3,67.1,85.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:21,CYC_0004,EXC004,OP_EXP_001,SWING,1820.006,1616,17.11,93.5,176.0,72.7,53.0,66.2,87.7,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:22,CYC_0004,EXC004,OP_EXP_001,DUMP,1820.006,1658,17.25,90.0,192.9,74.1,49.9,74.5,87.5,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:23,CYC_0004,EXC004,OP_EXP_001,DUMP,1820.006,1705,17.51,73.6,202.4,75.1,53.8,77.0,74.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:24,CYC_0004,EXC004,OP_EXP_001,DUMP,1820.007,1735,16.3,57.2,190.3,76.2,53.8,67.3,68.4,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:25,CYC_0004,EXC004,OP_EXP_001,DUMP,1820.007,1708,19.47,40.8,195.7,73.3,50.1,68.5,50.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:26,CYC_0004,EXC004,OP_EXP_001,DUMP,1820.007,1660,17.69,24.4,197.2,70.8,50.4,76.8,36.8,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:27,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.007,1739,18.94,5.0,161.7,75.3,33.1,41.9,30.1,1.93,FASTENED,trenching,soft,medium
2026-08-10T07:02:28,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.008,1696,19.18,5.0,177.2,72.7,38.1,47.7,34.4,2.51,FASTENED,trenching,soft,medium
2026-08-10T07:02:29,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.008,1707,18.77,5.0,135.7,71.5,33.0,46.2,33.6,1.66,FASTENED,trenching,soft,medium
2026-08-10T07:02:30,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.008,1703,18.59,5.0,156.7,75.8,31.5,45.1,26.9,1.34,FASTENED,trenching,soft,medium
2026-08-10T07:02:31,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.009,1655,16.38,5.0,156.0,75.1,30.8,43.8,30.8,2.59,FASTENED,trenching,soft,medium
2026-08-10T07:02:32,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.009,1707,19.92,5.0,177.1,75.7,36.2,43.8,35.1,2.91,FASTENED,trenching,soft,medium
2026-08-10T07:02:33,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.009,1809,19.55,5.0,179.8,72.5,31.7,41.7,31.9,1.53,FASTENED,trenching,soft,medium
2026-08-10T07:02:34,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.009,1763,19.11,5.0,154.4,74.7,30.9,43.5,35.1,2.28,FASTENED,trenching,soft,medium
2026-08-10T07:02:35,CYC_0004,EXC004,OP_EXP_001,REPOSITION,1820.01,1805,17.13,5.0,185.7,76.7,39.0,43.2,31.9,2.21,FASTENED,trenching,soft,medium
2026-08-10T07:02:44,CYC_0005,EXC005,OP_EXP_001,DIG,1260.5,1902,20.17,25.0,281.3,72.2,24.8,42.5,28.6,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:45,CYC_0005,EXC005,OP_EXP_001,DIG,1260.501,1839,24.81,34.0,249.0,75.5,21.7,43.5,42.1,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:46,CYC_0005,EXC005,OP_EXP_001,DIG,1260.501,1882,21.81,43.0,302.3,73.2,21.9,51.5,48.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:47,CYC_0005,EXC005,OP_EXP_001,DIG,1260.501,1793,23.14,52.0,297.3,72.8,21.3,54.8,46.7,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:48,CYC_0005,EXC005,OP_EXP_001,DIG,1260.501,1799,21.03,61.0,263.5,75.6,22.8,58.2,61.2,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:49,CYC_0005,EXC005,OP_EXP_001,DIG,1260.502,1899,22.39,70.0,268.3,77.5,25.1,64.6,71.1,0.0,FASTENED,trenching,soft,medium
2026-08-10T07:02:50,CYC_0005,EXC005,OP_EXP_001,DIG,1260.502,1896,19.6,79.0,294.0,72.7,25.8,63.6,75.2,0.0,FASTENED,trenching,soft,medium
